,fetal_skin_n,fetal_skin_p,fetal_skin_l,organoid_n,organoid_p,organoid_l
415,MFSD14A,0.0,1.8459684,NPDC1,0.0,1.1473083
416,CLEC7A,0.0,5.29972,ITGA2,0.0,3.2654471
417,DNAJA4,0.0,3.670945,C1orf54,0.0,1.2023687
418,HLA-DMA,0.0,4.3920918,C1orf122,0.0,0.8156112
419,ZNF883,0.0,25.963482,MSMO1,0.0,1.0618972
420,PROCR,0.0,2.3193073,PDK1,0.0,1.7608204
421,CXCL1,0.0,4.7276635,EIF4B,0.0,0.6156475
422,IGSF6,0.0,4.474226,CADM1,0.0,1.4647673
423,COL4A2,0.0,1.1287478,EEF1E1,0.0,1.4423897
424,CD3E,0.0,10.86383,PGRMC2,0.0,1.1722187
425,SLA,0.0,4.146841,FBXO11,0.0,1.2156519
426,GNG5,0.0,0.7023432,SUZ12,0.0,1.2122527
427,CCNDBP1,0.0,1.8935595,PNN,0.0,0.7033878
428,NRP1,0.0,1.3967971,MBD2,0.0,1.7655388
429,KLF4,0.0,1.1094099,NCK2,0.0,1.4863609
430,C1QTNF2,0.0,1.1899928,FAM171A2,0.0,3.7085726
431,PPP1R14A,0.0,1.6812798,GTF2I,0.0,0.74719214
432,CYTH4,0.0,6.469801,TNRC6B,0.0,0.8429204
433,GPR34,0.0,10.075234,JAM2,0.0,1.4364733
434,SH2B3,0.0,3.43186,HILPDA,0.0,1.2888335
435,PTP4A1,0.0,1.1548685,ALCAM,0.0,1.4240849
436,KLRB1,0.0,10.976463,NME1,0.0,0.9326006
437,AOAH,0.0,6.796776,LINC01503,0.0,2.0547128
438,TNFAIP2,0.0,2.816838,BOC,0.0,1.0863218
439,IER3,0.0,1.2422682,AKAP9,0.0,0.75277615
440,RARRES2,0.0,1.2567369,C1QL1,0.0,5.508097
441,SASH3,0.0,10.313213,PALLD,0.0,1.0746063
442,AGTR1,0.0,2.5474412,HINT1,0.0,0.465784
443,GPRC5B,0.0,2.0406747,RFNG,0.0,1.4860934
444,CD3D,0.0,13.237696,CAMSAP2,0.0,1.5522947
445,KCNJ8,0.0,4.1319942,PRSS23,0.0,1.1190305
446,HOXC5,0.0,7.7712917,EGLN1,0.0,1.4638319
447,CD55,0.0,1.3498389,RABL6,0.0,1.6180828
448,CELF2,0.0,1.1463166,KDM5B,0.0,0.9045208
449,SIGIRR,0.0,1.2740098,RPL19,0.0,0.24148084
450,NUTM2A-AS1,0.0,1.6512815,TLE2,0.0,2.2632926
451,MKKS,0.0,1.4016583,PPP3CA,0.0,1.074102
452,IFRD1,0.0,1.1455936,NAT14,0.0,1.6670303
453,NOV,0.0,2.1839914,YY1,0.0,0.81050813
454,BEST1,0.0,3.0753186,RFC1,0.0,0.87563473
455,CTSA,0.0,1.3191535,AUTS2,0.0,1.4307599
456,SELL,0.0,6.5706058,RILPL1,0.0,2.3522103
457,MSN,0.0,1.1464276,TMF1,0.0,0.9165733
458,IL1RN,0.0,3.6338491,NDUFS4,0.0,0.6402336
459,DNAJC25-GNG10,0.0,4.9529405,RBM26,0.0,1.0962292
460,PIM1,0.0,1.747538,PLEKHA3,0.0,1.461287
461,BIRC3,0.0,3.8315496,NR2F2,0.0,1.2023944
462,CD28,0.0,9.665493,SPPL3,0.0,1.2940056
463,LINC01481,0.0,5.1083617,PCBP1,0.0,0.6703965
464,PGD,0.0,1.1002064,MEIS3,0.0,2.1887681
465,FAM49B,0.0,1.2688618,TUBA4A,0.0,1.6491326
466,HOXA9,0.0,6.0670586,SETBP1,0.0,1.4518385
467,NDUFB1,0.0,0.81612056,COL9A2,0.0,2.7943313
468,YIF1B,0.0,1.3148955,CCDC102A,0.0,2.1370833
469,SORBS3,0.0,1.1694953,NAP1L1,0.0,0.5106138
470,GNA15,0.0,3.8186057,RPL22,0.0,0.28560406
471,HAVCR2,0.0,6.3631005,EGLN3,0.0,2.3304212
472,ARID5A,0.0,1.6478381,ENHO,0.0,2.2040186
473,HIST1H1C,0.0,1.7155758,MGAT4B,0.0,1.7946241
474,MYO1F,0.0,3.0588982,SCX,0.0,4.860028
475,OSTF1,0.0,1.3714675,MSRB2,0.0,1.0488527
476,ELF1,0.0,1.3077918,CTU1,0.0,4.3730216
477,SLC7A7,0.0,3.5050278,VPS37D,0.0,2.834824
478,ERGIC3,0.0,0.7575831,ZCRB1,0.0,0.78197265
479,SEPT9,0.0,0.9048337,ETFB,0.0,0.8882061
480,HIST1H2BK,0.0,5.2259517,RBFOX2,0.0,0.7982046
481,RASSF4,0.0,2.944284,NRN1,0.0,1.2396451
482,NXF1,0.0,1.6176647,FNBP1L,0.0,1.0503395
483,POMC,0.0,3.6290557,QPRT,0.0,0.9178897
484,TRIB1,0.0,2.67538,SNTB2,0.0,1.3049504
485,HLA-DQB1,0.0,5.285792,MT-ATP6,0.0,0.49530393
486,CACYBP,0.0,0.87788063,ROCK2,0.0,1.1714941
487,INPP5D,0.0,3.681907,FRRS1L,0.0,2.286862
488,LAIR1,0.0,4.4731197,RHOBTB3,0.0,0.83892864
489,LINC00339,0.0,25.879837,RAB22A,0.0,1.4402943
490,HBA1,0.0,4.875036,DLX5,0.0,3.597027
491,HIST1H1E,0.0,2.032448,B4GALNT4,0.0,1.9773911
492,PPP2R1A,0.0,0.80929863,SKP1,0.0,0.46616027
493,FLI1,0.0,2.4610343,CXXC5,0.0,1.3414677
494,TPST2,0.0,1.6412488,SNRPN,0.0,0.8565923
495,TRBC1,0.0,26.99701,KDM1A,0.0,1.1416543
496,TMC8,0.0,6.0764,CAPNS2,0.0,4.156575
497,GRP,0.0,2.528543,PFDN5,0.0,0.31764662
498,HOXB7,0.0,4.5118523,UBE2E3,0.0,0.646531
499,CLN3,0.0,2.3923774,CKAP4,0.0,0.8942519
500,PDE4B,0.0,2.0255253,CALD1,0.0,0.6479172
501,DLEU1,0.0,25.82893,CSNK1G2,0.0,1.5089176
502,LGALS9,0.0,5.179008,SIX2,0.0,4.6265945
503,ADIPOR1,0.0,1.2074888,RXRA,0.0,1.2887514
504,GLRX,0.0,1.7727944,COL17A1,0.0,4.218916
505,MPP1,0.0,1.9819727,RBMX,0.0,0.6060094
506,KLF10,0.0,1.2557338,RPL10,0.0,0.24318652
507,HSPE1,0.0,0.7372922,POU3F1,0.0,4.791435
508,RASGRP2,0.0,4.1418996,DBP,0.0,2.3776698
509,GNPTG,0.0,1.2811995,FAM69B,0.0,2.471863
510,BSCL2,0.0,3.717802,MYL6B,0.0,0.6458831
511,RHOH,0.0,5.5207806,LINGO1,0.0,2.1332774
512,SIDT1,0.0,5.5381904,HS3ST6,0.0,3.0887203
513,MAFF,0.0,1.5216104,ABI2,0.0,0.9739432
514,NABP1,0.0,2.2471905,TOMM20,0.0,0.5942567
515,SERPINB9,0.0,3.3210196,SLC2A1,0.0,1.512833
516,C18orf32,0.0,1.6425695,NBEA,0.0,1.5767875
517,PER1,0.0,1.5715976,PLOD2,0.0,1.3040502
518,IRF7,0.0,2.044851,CLPTM1L,0.0,1.5899404
519,SLCO2B1,0.0,6.1555014,CKB,0.0,1.1164628
520,C5orf56,0.0,26.078661,KREMEN2,0.0,3.792107
521,TRBC2,0.0,7.776867,RNF217,0.0,1.9401003
522,PTDSS1,0.0,1.4703181,PLP2,0.0,0.95825845
523,FSTL1,0.0,0.88383967,KIDINS220,0.0,0.94580936
524,H3F3B,0.0,0.3833477,MTURN,0.0,1.8036757
525,EHD2,0.0,1.2938457,ATRX,0.0,0.6589396
526,ANPEP,0.0,2.8316267,SOX18,0.0,3.2096004
527,SUSD3,0.0,4.523692,B4GALT2,0.0,1.7232895
528,G6PC3,0.0,1.3971144,TMTC1,0.0,2.6497743
529,POLR2E,0.0,0.7959078,LUZP2,0.0,2.4541016
530,MYLIP,0.0,1.2390628,PFN2,0.0,0.6829283
531,CFP,0.0,6.3781304,SMARCA1,0.0,0.84285945
532,UQCRQ,0.0,0.62509525,TMEM158,0.0,2.3209028
533,ENTPD2,0.0,2.5005183,BBC3,0.0,2.3077772
534,BSG,0.0,0.73368704,SH3GLB2,0.0,2.0464916
535,CSF2RA,0.0,4.6413884,ORMDL1,0.0,0.8950614
536,CLEC14A,0.0,3.3579957,ZFHX3,0.0,1.1755348
537,FAM96A,0.0,1.0663183,CBX4,0.0,1.3725517
538,PNP,0.0,2.6823118,RPSA,0.0,0.3252969
539,HLA-DPB1,0.0,2.1582685,ING2,0.0,1.2342126
540,ITGAM,0.0,9.514257,NSA2,0.0,0.5856161
541,LCK,0.0,7.2067504,SOS1,0.0,1.3770775
542,TRAF3IP3,0.0,5.6325684,RPS27L,0.0,0.6149555
543,NFATC2,0.0,2.6794775,LGALS3,0.0,0.75112486
544,HIST1H2AC,0.0,1.6400825,KMT5B,0.0,1.0568392
545,EHD1,0.0,1.708535,EFNA4,0.0,1.3852347
546,MAP1LC3B,0.0,0.8427702,SYNJ2BP,0.0,1.3967483
547,FCMR,0.0,7.1107464,TINCR,0.0,4.023037
548,THY1,0.0,1.0166491,RAC3,0.0,1.0722022
549,RASSF5,0.0,3.605872,PHF14,0.0,0.7235083
550,IFITM3,0.0,0.7346898,WNT10A,0.0,3.7860923
551,ARHGAP18,0.0,1.9758627,UBAC1,0.0,1.3861488
552,FILIP1L,0.0,1.3585534,COL8A2,0.0,2.5250645
553,DUSP6,0.0,2.2475638,FAF1,0.0,1.7935259
554,AUP1,0.0,0.9115179,BICC1,0.0,1.2976836
555,RAB31,0.0,1.4945952,APP,0.0,0.62070125
556,WDR1,0.0,1.0408435,PWAR6,0.0,2.507651
557,TESC,0.0,3.09121,PABPC4,0.0,0.9278146
558,PARVB,0.0,2.0716407,IER3IP1,0.0,0.81634057
559,SIGLEC1,0.0,9.557704,C11orf68,0.0,1.844294
560,RBPMS,0.0,2.18353,MT-ND5,0.0,0.53415245
561,MFNG,0.0,5.388503,ANG,0.0,1.9402573
562,DPH1,0.0,4.1544385,PJA2,0.0,0.7494523
563,GET4,0.0,5.3618736,ABHD14A,0.0,1.2881432
564,FMNL1,0.0,3.2268875,IMPAD1,0.0,1.1620096
565,THEMIS2,0.0,4.8282623,BEND6,0.0,3.0270092
566,ICAM2,0.0,3.7195542,YAP1,0.0,1.1223983
567,CD93,0.0,5.1858807,PHC2,0.0,1.4241955
568,GZMA,0.0,6.962337,GSK3A,0.0,1.5618452
569,ARL5A,0.0,1.0365368,GIPC1,0.0,1.1647809
570,H2AFX,0.0,1.17908,SRGAP3,0.0,1.253941
571,RIN3,0.0,2.5421944,SRRM2,0.0,0.57582814
572,IL7R,0.0,6.4361796,YWHAH,0.0,1.0269235
573,PCDHGC3,0.0,3.1604705,UBN2,0.0,1.5926616
574,MAP2K3,0.0,1.7455269,DLX1,0.0,4.8435287
575,DKK2,0.0,1.7641177,EPM2AIP1,0.0,1.0295818
576,CDC37,0.0,0.75270015,DMKN,0.0,3.1657016
577,ARF4,0.0,0.6791292,DNAJC19,0.0,0.7738151
578,C17orf49,0.0,1.9149661,HMGCR,0.0,1.2287967
579,GLA,0.0,1.4813321,PPP3CB,0.0,1.1884317
580,EVI2B,0.0,8.35489,NRP2,0.0,0.99429864
581,HOXB5,0.0,4.0661407,IRX1,0.0,1.391872
582,CD247,0.0,7.3777237,FBXO2,0.0,3.8241994
583,DNAJA1,0.0,0.6791542,TFAP2B,0.0,2.4467738
584,CD33,0.0,5.9215198,HNRNPU,0.0,0.545158
585,ABCC9,0.0,3.7022283,CLMP,0.0,1.1713989
586,MTG1,0.0,2.0955446,ALX4,0.0,2.416754
587,SF3A1,0.0,1.2216446,DLX2,0.0,3.1376946
588,TBXAS1,0.0,4.706898,SSPN,0.0,0.8967192
589,FPR1,0.0,7.8222384,COL23A1,0.0,1.8350965
590,USP36,0.0,1.7476102,DOCK7,0.0,1.2775662
591,LINC00863,0.0,25.7242,FARP1,0.0,0.92297155
592,ST8SIA4,0.0,4.189217,PPP1CB,0.0,0.6999034
593,SNRPA,0.0,0.9647143,RUFY3,0.0,1.3409576
594,PTGS2,0.0,2.189756,ZNF652,0.0,1.3019344
595,ZBTB16,0.0,3.8541338,KRT14,0.0,3.858393
596,IL6R,0.0,3.212522,ECH1,0.0,0.7145528
597,STXBP2,0.0,2.3824837,MARVELD1,0.0,1.1828535
598,C1orf198,0.0,1.3512949,FZD1,0.0,1.6364012
599,BCKDHA,0.0,4.810345,NSMCE3,0.0,1.2738515
600,XBP1,0.0,0.85638934,USP34,0.0,0.9088617
601,SEPT5,0.0,3.74336,TRIM33,0.0,1.1857033
602,DLC1,0.0,1.0491182,AHNAK2,0.0,1.5687913
603,CTSW,0.0,7.083969,ZCCHC3,0.0,1.3480701
604,CDKN1A,0.0,1.2969534,UBTD2,0.0,1.2876728
605,SHISA5,0.0,0.98015976,SPAG9,0.0,0.8056857
606,LPXN,0.0,3.234498,ELAVL1,0.0,0.9858898
607,C2orf40,0.0,1.2744592,SOX12,0.0,1.7283826
608,F10,0.0,1.6702677,MSX2,0.0,2.5108576
609,MEST,0.0,0.84017605,ZNRF1,0.0,1.5960112
610,TBC1D10C,0.0,7.931236,PSMG1,0.0,1.0253154
611,CCL5,0.0,6.7629666,TP63,0.0,3.6116085
612,OXA1L,0.0,0.8641586,ZNF148,0.0,0.87281585
613,ST6GALNAC6,0.0,2.2881444,CNKSR3,0.0,1.5544603
614,SEPT11,0.0,0.78196883,MUC15,0.0,5.6491256
615,LPAR6,0.0,1.6935742,DDX3Y,0.0,1.4975964
616,STK10,0.0,2.4823864,PCSK1N,0.0,2.9636269
617,LLGL1,0.0,3.078598,SLC6A8,0.0,2.3049028
618,THBS1,0.0,1.3928226,SFRP2,0.0,0.9221378
619,PYCARD,0.0,1.2556895,CFAP97,0.0,0.9100711
620,COX17,0.0,1.0823658,UBE2H,0.0,0.9391207
621,CDC42EP2,0.0,2.3781195,ALKBH5,0.0,1.2153101
622,OVCA2,0.0,10.469658,RNF169,0.0,1.8213284
623,HLA-DQA1,0.0,9.711115,HMCN1,0.0,1.605315
624,UBL7,0.0,1.3018701,LGR4,0.0,1.4729724
625,HACD4,0.0,1.8617065,TCEAL8,0.0,0.6147667
626,LINC-PINT,0.0,26.02752,SHPRH,0.0,1.1502085
627,XIST,0.0,1.0105784,DDX17,0.0,0.5437514
628,SCO2,0.0,2.6023283,GLTP,0.0,0.991502
629,PIK3AP1,0.0,9.446916,MPP6,0.0,1.7511765
630,GIMAP7,0.0,8.4033575,SPTSSA,0.0,0.8978502
631,RBM3,0.0,0.5857724,ZNF521,0.0,1.3479629
632,UBB,0.0,0.4759598,STRN3,0.0,1.2162067
633,PTAFR,0.0,4.524292,SNX7,0.0,1.1829691
634,HNMT,0.0,1.4050392,SSBP3,0.0,1.0133035
635,MGAT4A,0.0,2.8124397,NXN,0.0,1.2436924
636,RNASE4,0.0,3.138311,ATMIN,0.0,1.6311274
637,KCNAB2,0.0,2.984501,ADGRL3,0.0,1.409924
638,PDLIM5,0.0,1.6190776,NKTR,0.0,0.6882067
639,TLR4,0.0,7.959459,MAP3K2,0.0,1.0446863
640,PTPRCAP,0.0,26.301521,ARHGEF12,0.0,1.2481394
641,CRTAP,0.0,0.764808,MME,0.0,1.7263037
642,YWHAB,0.0,0.6456478,GPR27,0.0,2.879355
643,GNG11,0.0,1.0007004,MIPOL1,0.0,1.7995986
644,OLFML3,0.0,0.82564205,PANK3,0.0,1.1740474
645,ATP6V0D1,0.0,0.99426913,GJB6,0.0,3.4255474
646,WNT2,0.0,2.9353116,ARGLU1,0.0,0.5938007
647,CCR1,0.0,8.461434,LZTS2,0.0,1.4005711
648,FGL2,0.0,2.4644983,AHCYL1,0.0,0.9038584
649,GZMM,0.0,5.9848557,PLEKHH2,0.0,1.3630699
650,FCN1,0.0,8.928276,PLCB1,0.0,1.9222894
651,ZGPAT,0.0,5.2918878,ZMYM2,0.0,0.8322146
652,COX8A,0.0,0.54392475,CPNE3,0.0,0.74174654
653,PIM2,0.0,3.0906172,STARD4-AS1,0.0,1.778966
654,TNFRSF21,0.0,2.7013476,CRLS1,0.0,1.2548567
655,TPP1,0.0,1.3623078,DEXI,0.0,1.292469
656,DUSP4,0.0,2.026145,PBX1,0.0,0.89073235
657,LIPA,0.0,1.2573422,COL2A1,0.0,2.7250242
658,TCN2,0.0,1.8921036,TOMM40,0.0,1.161434
659,REL,0.0,1.0228688,ANK3,0.0,1.981497
660,KDM6B,0.0,1.2301896,NSRP1,0.0,0.8718227
661,IL16,0.0,2.4909947,PAXBP1,0.0,1.4940695
662,TMC6,0.0,2.180967,ZBED3,0.0,1.9056801
663,MRPL38,0.0,3.4024282,CDH1,0.0,3.307783
664,AKR1B1,0.0,0.9808772,SMARCA2,0.0,0.8376992
665,BTK,0.0,7.236361,MDFIC,0.0,1.519504
666,GPX3,0.0,3.8173676,ZNF12,0.0,1.3562394
667,TUBB2A,0.0,0.9467244,N4BP1,0.0,1.3348892
668,PI16,0.0,4.6931653,RPS10,0.0,0.5051739
669,CAMK4,0.0,1.8552328,KIAA0232,0.0,1.2969633
670,PMP22,0.0,0.76752985,TXNL4A,0.0,0.71566516
671,MGST2,0.0,1.4045826,TEAD1,0.0,1.0876929
672,SCARA5,0.0,2.9289052,EGFR,0.0,1.5451492
673,SLC44A2,0.0,1.3072684,CILP2,0.0,5.211836
674,CALM2,0.0,0.5223306,PINK1,0.0,1.7258505
675,U2AF1,0.0,1.8480062,METRNL,0.0,1.0764524
676,UQCRC1,0.0,0.78650784,QSER1,0.0,1.1816161
677,RGS16,0.0,1.984821,KRT8,0.0,2.5577672
678,DNAJC15,0.0,0.80582976,SOX11,0.0,1.3288664
679,ARHGAP30,0.0,3.30991,TNRC18,0.0,1.271678
680,LILRB2,0.0,11.564089,SMARCA5,0.0,0.72452354
681,EDN3,0.0,1.7058513,BRAF,0.0,1.3575884
682,VAT1,0.0,1.1545032,STAP2,0.0,2.1414697
683,FAM198B,0.0,2.8065493,GOSR2,0.0,1.4982437
684,DOCK8,0.0,2.1853783,CBX5,0.0,0.6862957
685,MOB3A,0.0,1.7195462,SPOCK3,0.0,3.586172
686,CXCL16,0.0,2.4210896,TMEM259,0.0,0.9957313
687,TWF2,0.0,1.0664724,GRASP,0.0,1.3591343
688,CHKB,0.0,2.8573956,CDH11,0.0,0.7454163
689,CST7,0.0,12.658437,PIAS2,0.0,1.1496024
690,NAMPT,0.0,1.026354,RAB21,0.0,1.0548687
691,CD96,0.0,5.4547143,TGFB2,0.0,1.5065322
692,EPSTI1,0.0,1.9751897,SNF8,0.0,0.7739342
693,TIMD4,0.0,26.166592,ZNF358,0.0,1.3985525
694,COX6B1,0.0,0.47535542,PQLC1,0.0,1.4764432
695,GRB2,0.0,0.97966236,MIB1,0.0,1.1423334
696,FKBP1C,0.0,4.2815514,THAP11,0.0,1.4109894
697,ISG15,0.0,1.3734752,PYGO1,0.0,1.9242926
698,PECAM1,0.0,4.6469274,PIGX,0.0,1.319841
699,FMOD,0.0,1.1088423,ALDOC,0.0,1.6314429
700,CD200R1,0.0,8.152417,ZNF853,0.0,2.8907907
701,MXD1,0.0,1.7510883,SSBP1,0.0,0.5406173
702,NBPF15,0.0,2.4614954,UBE2Z,0.0,1.0909294
703,CSF3R,0.0,5.7323403,PKP1,0.0,3.4650886
704,RILPL2,0.0,1.3805574,TOP2B,0.0,0.82572174
705,EMB,0.0,2.4264839,ZBTB7A,0.0,1.42528
706,CTSL,0.0,0.98372823,COL3A1,0.0,0.8120397
707,NBPF1,0.0,1.6168723,DPCD,0.0,0.96323663
708,FGR,0.0,7.2568784,TCTEX1D2,0.0,1.4096119
709,COL5A1,0.0,0.8163509,THUMPD1,0.0,0.88818586
710,HMGA1,0.0,1.0018874,KDSR,0.0,0.9029513
711,MT1E,0.0,3.22739,NFIC,0.0,0.754538
712,SNHG25,0.0,1.7333931,SLC9A3,0.0,8.919915
713,GPS1,0.0,1.038698,PLSCR4,0.0,1.0858407
714,HEYL,0.0,3.4091449,ZNF775,0.0,3.1449218
715,RNF167,0.0,0.94751966,HABP4,0.0,1.9969631
716,MICAL1,0.0,1.9392459,MSANTD3,0.0,1.6986465
717,NBPF14,0.0,1.4608454,PRDX4,0.0,0.5663464
718,ZC3H12A,0.0,2.125203,PDCD4,0.0,0.7644124
719,EWSR1,0.0,0.7767643,TDRD3,0.0,1.2170146
720,RNF149,0.0,1.2008723,RPL29,0.0,0.22310165
721,VAV1,0.0,8.432414,TTC37,0.0,0.8878979
722,CDK2AP1,0.0,2.1361969,OBSL1,0.0,1.2469636
723,FKBP5,0.0,1.9963578,TCEA2,0.0,0.91640747
724,CYSLTR1,0.0,3.7798524,ARID5B,0.0,0.70506257
725,RHOF,0.0,2.4351697,SMAD9,0.0,1.8935436
726,TYMP,0.0,1.8306636,TRIM29,0.0,3.0671115
727,NOP2,0.0,2.6881459,RPAP2,0.0,1.0373459
728,SOD3,0.0,1.9686259,KLC3,0.0,3.7916772
729,HHEX,0.0,5.8645115,THUMPD3-AS1,0.0,0.75168645
730,RPP21,0.0,1.7642885,PBX3,0.0,1.4112153
731,NPL,0.0,2.3761435,ARHGEF35,0.0,3.0592377
732,PDIA4,0.0,0.7786847,MTRNR2L10,0.0,3.7062457
733,SLC43A2,0.0,2.6049247,PRRT2,0.0,1.6093159
734,SLC25A39,0.0,0.97207934,C1QL4,0.0,7.2056365
735,ITGAL,0.0,7.0802665,MBD5,0.0,1.2226557
736,NET1,0.0,1.1237823,FGF2,0.0,1.9828434
737,FLOT2,0.0,1.6766213,KIF3A,0.0,1.1522535
738,PLSCR1,0.0,1.3237116,ROBO2,0.0,1.0659269
739,SF3B4,0.0,0.9536588,TLK1,0.0,0.99673545
740,NAGA,0.0,1.4664084,POLR2H,0.0,0.7269514
741,CISH,0.0,1.6020597,ZMYM4,0.0,1.0873755
742,SPOCK2,0.0,3.3425817,EFNA5,0.0,0.965787
743,TGFBR2,0.0,1.304316,DACT1,0.0,1.6181339
744,ATG9A,0.0,2.5486875,GNB1,0.0,0.73900455
745,ST3GAL1,0.0,1.6103659,TRAF3IP1,0.0,2.302713
746,RGS19,0.0,1.5303292,RSPO3,0.0,1.4634761
747,FES,0.0,2.1418362,GDF11,0.0,1.415848
748,DENND2D,0.0,3.0410106,GSPT1,0.0,0.88441724
749,BID,0.0,1.2767127,ZNF654,0.0,1.57003
750,EHD4,0.0,1.7640226,PMF1,0.0,0.91769624
751,MYO1G,0.0,4.7831316,KCTD1,0.0,1.9651773
752,PTPN7,0.0,3.9552495,BCL11A,0.0,1.0043932
753,PLPP1,0.0,0.8490171,PACSIN3,0.0,1.2479563
754,PXN,0.0,1.522567,MFAP1,0.0,0.8691541
755,DSEL,0.0,1.1265756,C1GALT1,0.0,1.075218
756,ANGPT2,0.0,2.1515322,CARS2,0.0,1.3907264
757,CLEC2B,0.0,1.9997053,VCAN,0.0,0.63923174
758,ADAM33,0.0,2.1110206,DDX42,0.0,0.89939076
759,RAD50,0.0,1.3046843,NAE1,0.0,0.88245153
760,RNPS1,0.0,0.7101634,RTF1,0.0,0.6119415
761,ARHGEF1,0.0,1.256646,DMWD,0.0,1.4393077
762,IL17RA,0.0,2.2807598,SLC16A3,0.0,0.9600044
763,TRAPPC1,0.0,0.6949747,EIF1AY,0.0,1.7634691
764,CCDC69,0.0,4.582242,CSNK1A1,0.0,0.5298098
765,MED30,0.0,0.9157371,ATXN2,0.0,0.9379215
766,ENPEP,0.0,2.0289981,EPCAM,0.0,1.967601
767,GOLPH3,0.0,0.97078055,RGS9,0.0,2.4721732
768,TREM1,0.0,7.2535467,CTCF,0.0,1.0611812
769,VPS37B,0.0,1.3300713,CLCA2,0.0,5.6455436
770,PTGER4,0.0,2.020268,CABP1,0.0,2.5299606
771,S100A8,0.0,3.289525,P4HA2,0.0,0.8066771
772,PTPN22,0.0,6.160563,GLIS3,0.0,2.1349716
773,EPN1,0.0,0.8838326,RBM15B,0.0,1.2415508
774,HIST1H1D,0.0,1.5097655,DHX36,0.0,0.64099437
775,TFPI2,0.0,3.6237013,GDF10,0.0,2.1148922
776,SLC6A13,0.0,4.5461173,QKI,0.0,0.68900985
777,STK17A,0.0,1.5773671,CITED4,0.0,3.6465478
778,PLIN2,0.0,0.9764642,TCEAL3,0.0,0.8870232
779,CXCL12,0.0,0.857865,REEP3,0.0,1.0350893
780,ABI3,0.0,6.883345,EI24,0.0,0.6852565
781,PAM16,0.0,2.9583268,BRD1,0.0,1.4760664
782,FPGS,0.0,1.568869,CBX1,0.0,0.6140586
783,TINAGL1,0.0,3.869338,MIA3,0.0,0.8862989
784,SYTL2,0.0,2.07251,TSPYL1,0.0,0.9094666
785,UBE2D3,0.0,0.53641546,XRCC5,0.0,0.5126978
786,CNDP2,0.0,1.1758288,GPBP1,0.0,0.57022876
787,DNAJB6,0.0,0.65832365,ZNF605,0.0,1.4654331
788,TEAD2,0.0,1.0429237,RNMT,0.0,0.65171945
789,HM13,0.0,0.7151875,CCDC85B,0.0,0.6564758
790,SPN,0.0,4.3536363,B3GALT6,0.0,1.8039081
791,TMEM256-PLSCR3,0.0,7.2525687,F8A1,0.0,2.5881717
792,SERPINB6,0.0,0.9402064,LONRF1,0.0,1.5295036
793,HOXC8,0.0,4.8625035,PCMTD1,0.0,0.8111258
794,PSMB9,0.0,1.858624,ZMYND19,0.0,2.283468
795,DLK1,0.0,1.0747447,KLF13,0.0,1.3576138
796,AK1,0.0,1.3112804,CYTL1,0.0,1.2582653
797,DNAJB11,0.0,0.87681484,ASH1L,0.0,0.7285008
798,SLC15A3,0.0,2.4499931,SOX4,0.0,0.547133
799,EMP1,0.0,0.90874386,EXOSC6,0.0,1.399949
800,DEF6,0.0,2.08273,TACSTD2,0.0,3.647091
801,STOM,0.0,0.9449474,CIB2,0.0,2.6840582
802,MYD88,0.0,1.7212716,SEC31A,0.0,0.58809006
803,ETFA,0.0,0.8237497,NDUFA11,0.0,0.52707773
804,AP1M1,0.0,1.1096319,PAWR,0.0,1.5386343
805,MRPL33,0.0,0.68853325,PTPRD,0.0,1.0382552
806,CD99,0.0,0.5275553,TLE4,0.0,0.90627766
807,SKAP1,0.0,5.8216,SRGAP1,0.0,1.0617867
808,SH2D1A,0.0,9.168176,STEAP1,0.0,1.8776952
809,ISG20,0.0,1.9598005,EPYC,0.0,7.650608
810,RPS27,0.0,0.27625844,ANKRD16,0.0,2.548128
811,LRRC25,0.0,6.9687696,BMPR2,0.0,0.95042175
812,NREP,0.0,0.66566133,CASC15,0.0,1.286236
813,CD3G,0.0,6.9592395,PDS5B,0.0,0.8007318
814,NDUFA13,0.0,0.72652936,WDR60,0.0,0.9222992
815,MATK,0.0,2.9401562,CLDN4,0.0,3.5528374
816,PSTPIP1,0.0,3.0790663,ALDH3A2,0.0,1.0818161
817,CXorf21,0.0,8.689539,GCHFR,0.0,1.1325582
818,TTYH3,0.0,1.1171203,SLC7A2,0.0,1.5735991
819,FZD4,0.0,2.2823052,LEF1,0.0,1.0749103
820,SH3TC1,0.0,4.0503135,C3orf14,0.0,1.1278965
821,TFEC,0.0,7.9892006,PARD6G,0.0,2.063967
822,RAB7A,0.0,0.67597425,PPFIA1,0.0,1.1979634
823,GPC3,0.0,0.80733806,TENM3,0.0,1.5002073
824,ADCY7,0.0,3.0152638,INTU,0.0,1.3736763
825,HIBADH,0.0,1.04571,HNRNPH1,0.0,0.55683964
826,DUSP2,0.0,1.3420335,PGAP1,0.0,1.2171543
827,MT-ND3,0.0,0.51396215,MRPS18C,0.0,0.6810692
828,DENND3,0.0,3.9119995,CCDC82,0.0,0.94560033
829,PTBP1,0.0,0.7415471,MARCH7,0.0,0.72011435
830,C9orf16,0.0,0.66430205,TSPAN18,0.0,1.2487473
831,LRMP,0.0,5.5226073,NF1,0.0,0.87732196
832,MAP1LC3B2,0.0,2.5981526,CCDC47,0.0,0.76300603
